work_id,work_name,category,mp_name,house,constituency,nodal_district,state,sanctioned_amount,actual_expenditure,contractor_name,latitude,longitude,sanction_date,completion_date,status,is_augmented_case
MPLADS-2023-WRK-1096,"Sanitation project at Ward 34, North East Delhi",Sanitation & Public Toilets,Manoj Tiwari,Lok Sabha,North East Delhi,North East Delhi,Delhi,492000.0,428000.0,Jan Seva Builders,28.6782,77.2431,2023-06-01,2023-08-26,Completed,False
MPLADS-2023-WRK-1097,"Drinking Water project at Ward 10, Bengaluru Urban",Drinking Water & RO Plants,Tejasvi Surya,Lok Sabha,Bangalore South,Bengaluru Urban,Karnataka,317000.0,309000.0,Metro Civic Developers,12.9959,77.5921,2023-09-04,2023-11-10,Completed,False
MPLADS-2023-WRK-1098,"Healthcare Equipment project at Ward 30, Varanasi",Healthcare Equipment & Ambulances,Narendra Modi,Lok Sabha,Varanasi,Varanasi,Uttar Pradesh,2755000.0,2747000.0,National Civil Construction Co.,25.3409,82.935,2023-10-13,2023-12-13,Completed,False
MPLADS-2023-WRK-1099,"Healthcare Equipment project at Ward 40, Mumbai City",Healthcare Equipment & Ambulances,Arvind Sawant,Lok Sabha,Mumbai South,Mumbai City,Maharashtra,2822000.0,2510000.0,Metro Civic Developers,18.9075,72.814,2023-07-15,2023-10-19,Completed,False
MPLADS-2023-WRK-1100,"Sanitation project at Ward 3, Mumbai City",Sanitation & Public Toilets,Arvind Sawant,Lok Sabha,Mumbai South,Mumbai City,Maharashtra,377000.0,324000.0,Vanguard Engineering Corp,18.9507,72.8046,2023-08-26,2024-01-07,Completed,False
MPLADS-2023-WRK-1101,"Public Facilities project at Ward 38, Bengaluru Urban",Public Facilities & Community Halls,Tejasvi Surya,Lok Sabha,Bangalore South,Bengaluru Urban,Karnataka,1406000.0,1245000.0,Jan Seva Builders,12.9679,77.6082,2023-10-03,2024-03-18,In Progress,False
MPLADS-2023-WRK-1102,"Public Facilities project at Ward 16, East Delhi",Public Facilities & Community Halls,Gautam Gambhir,Lok Sabha,East Delhi,East Delhi,Delhi,3292000.0,3210000.0,Apex Infra Infrastructure Projects,28.6432,77.2724,2023-07-28,2024-01-29,In Progress,False
MPLADS-2023-WRK-1103,"Roads project at Ward 6, Mumbai City",Roads & Drainage,Arvind Sawant,Lok Sabha,Mumbai South,Mumbai City,Maharashtra,2462000.0,2228000.0,Jan Seva Builders,18.9209,72.8728,2023-07-03,2023-10-08,In Progress,False
MPLADS-2023-WRK-1104,"Healthcare Equipment project at Ward 5, Varanasi",Healthcare Equipment & Ambulances,Narendra Modi,Lok Sabha,Varanasi,Varanasi,Uttar Pradesh,2527000.0,2516000.0,Sunrise Tech & Water Works,25.3567,82.9969,2023-01-26,2023-03-24,Completed,False
MPLADS-2023-WRK-1105,"Sanitation project at Ward 9, Varanasi",Sanitation & Public Toilets,Narendra Modi,Lok Sabha,Varanasi,Varanasi,Uttar Pradesh,373000.0,366000.0,Apex Infra Construction Corp,25.2778,83.0026,2023-06-18,2023-08-20,Completed,False
MPLADS-2023-WRK-1106,"Drinking Water project at Ward 2, Bengaluru Urban",Drinking Water & RO Plants,Tejasvi Surya,Lok Sabha,Bangalore South,Bengaluru Urban,Karnataka,221000.0,217000.0,Metro Civic Developers,12.9948,77.5736,2023-03-09,2023-04-09,Completed,False
MPLADS-2023-WRK-1107,"Education project at Ward 29, East Delhi",Education & Smart Classrooms,Gautam Gambhir,Lok Sabha,East Delhi,East Delhi,Delhi,363000.0,349000.0,National Civil Construction Co.,28.6261,77.3172,2023-09-27,2023-12-10,Completed,False
MPLADS-2023-WRK-1108,"Sanitation project at Ward 26, Varanasi",Sanitation & Public Toilets,Narendra Modi,Lok Sabha,Varanasi,Varanasi,Uttar Pradesh,235000.0,227000.0,Imperial Buildcon Pvt Ltd,25.3291,82.9364,2023-09-24,2023-12-16,In Progress,False
MPLADS-2023-WRK-1109,"Healthcare Equipment project at Ward 18, Mumbai Suburban",Healthcare Equipment & Ambulances,Priyanka Chaturvedi,Rajya Sabha,Maharashtra,Mumbai Suburban,Maharashtra,1091000.0,1044000.0,National Civil Construction Co.,19.0618,72.8496,2023-08-16,2023-09-09,Completed,False
MPLADS-2023-WRK-1110,"Public Facilities project at Ward 42, Mumbai City",Public Facilities & Community Halls,Arvind Sawant,Lok Sabha,Mumbai South,Mumbai City,Maharashtra,4481000.0,4165000.0,Apex Infra Construction Corp,18.9332,72.8587,2023-08-21,2024-03-22,Completed,False
MPLADS-2023-WRK-1111,"Public Facilities project at Ward 21, Varanasi",Public Facilities & Community Halls,Narendra Modi,Lok Sabha,Varanasi,Varanasi,Uttar Pradesh,2580000.0,2281000.0,Jan Seva Builders,25.3109,82.9415,2023-06-23,2024-01-17,In Progress,False
MPLADS-2023-WRK-1112,"Education project at Ward 24, Bengaluru Urban",Education & Smart Classrooms,Tejasvi Surya,Lok Sabha,Bangalore South,Bengaluru Urban,Karnataka,1444000.0,1376000.0,National Civil Construction Co.,12.9981,77.5621,2023-08-31,2023-11-07,Completed,False
MPLADS-2023-WRK-1113,"Sanitation project at Ward 4, East Delhi",Sanitation & Public Toilets,Gautam Gambhir,Lok Sabha,East Delhi,East Delhi,Delhi,248000.0,246000.0,National Civil Construction Co.,28.6209,77.3249,2023-10-15,2024-01-10,In Progress,False
MPLADS-2023-WRK-1114,"Sanitation project at Ward 23, Bengaluru Urban",Sanitation & Public Toilets,Tejasvi Surya,Lok Sabha,Bangalore South,Bengaluru Urban,Karnataka,450000.0,389000.0,Urban Green Projects Ltd,12.9841,77.5725,2023-09-17,2023-11-28,Completed,False
MPLADS-2023-WRK-1115,"Roads project at Ward 39, Mumbai City",Roads & Drainage,Arvind Sawant,Lok Sabha,Mumbai South,Mumbai City,Maharashtra,2025000.0,1896000.0,Apex Infra Construction Corp,18.9479,72.8467,2023-08-08,2024-01-16,Completed,False
MPLADS-2023-WRK-1116,"Roads project at Ward 5, Bengaluru Urban",Roads & Drainage,Tejasvi Surya,Lok Sabha,Bangalore South,Bengaluru Urban,Karnataka,861000.0,823000.0,Metro Civic Developers,12.9321,77.6242,2023-06-08,2023-10-19,In Progress,False
MPLADS-2023-WRK-1117,"Healthcare Equipment project at Ward 20, East Delhi",Healthcare Equipment & Ambulances,Gautam Gambhir,Lok Sabha,East Delhi,East Delhi,Delhi,2510000.0,2145000.0,Jan Seva Builders,28.6216,77.2823,2023-09-29,2023-11-10,Completed,False
MPLADS-2023-WRK-1118,"Sanitation project at Ward 43, Mumbai City",Sanitation & Public Toilets,Arvind Sawant,Lok Sabha,Mumbai South,Mumbai City,Maharashtra,677000.0,665000.0,Apex Infra Construction Corp,18.9028,72.8018,2023-03-21,2023-05-25,In Progress,False
MPLADS-2023-WRK-1119,"Public Facilities project at Ward 34, Mumbai Suburban",Public Facilities & Community Halls,Priyanka Chaturvedi,Rajya Sabha,Maharashtra,Mumbai Suburban,Maharashtra,3125000.0,2850000.0,National Civil Construction Co.,19.0636,72.8466,2023-04-21,2023-11-22,In Progress,False
MPLADS-2023-WRK-1120,"Roads project at Ward 17, Bengaluru Urban",Roads & Drainage,Tejasvi Surya,Lok Sabha,Bangalore South,Bengaluru Urban,Karnataka,941000.0,939000.0,Sunrise Tech & Water Works,12.9557,77.5715,2023-01-29,2023-04-29,Completed,False
MPLADS-2023-WRK-1121,"Education project at Ward 5, Bengaluru Urban",Education & Smart Classrooms,Tejasvi Surya,Lok Sabha,Bangalore South,Bengaluru Urban,Karnataka,444000.0,411000.0,Urban Green Projects Ltd,12.962,77.6109,2023-08-09,2023-10-30,Completed,False
MPLADS-2023-WRK-1122,"Healthcare Equipment project at Ward 19, Mumbai Suburban",Healthcare Equipment & Ambulances,Priyanka Chaturvedi,Rajya Sabha,Maharashtra,Mumbai Suburban,Maharashtra,914000.0,779000.0,Apex Infra Construction Corp,19.0703,72.8701,2023-02-09,2023-04-05,In Progress,False
MPLADS-2023-WRK-1123,"Public Facilities project at Ward 28, North West Delhi",Public Facilities & Community Halls,Dr. Harsh Vardhan,Lok Sabha,Chandni Chowk,North West Delhi,Delhi,1073000.0,964000.0,Metro Civic Developers,28.6233,77.2576,2023-08-24,2024-04-18,Completed,False
MPLADS-2023-WRK-1124,"Sanitation project at Ward 34, Mumbai Suburban",Sanitation & Public Toilets,Priyanka Chaturvedi,Rajya Sabha,Maharashtra,Mumbai Suburban,Maharashtra,263000.0,258000.0,Metro Civic Developers,19.0983,72.8438,2023-06-23,2023-09-04,Completed,False
MPLADS-2023-WRK-1125,"Education project at Ward 42, Varanasi",Education & Smart Classrooms,Narendra Modi,Lok Sabha,Varanasi,Varanasi,Uttar Pradesh,721000.0,716000.0,National Civil Construction Co.,25.2893,82.9497,2023-03-17,2023-06-15,Completed,False
MPLADS-2023-WRK-1126,"Drinking Water project at Ward 41, North West Delhi",Drinking Water & RO Plants,Dr. Harsh Vardhan,Lok Sabha,Chandni Chowk,North West Delhi,Delhi,768000.0,725000.0,Apex Infra Construction Corp,28.6521,77.2639,2023-08-26,2023-12-06,Completed,False
MPLADS-2023-WRK-1127,"Drinking Water project at Ward 30, Mumbai City",Drinking Water & RO Plants,Arvind Sawant,Lok Sabha,Mumbai South,Mumbai City,Maharashtra,436000.0,401000.0,Apex Infra Construction Corp,18.9033,72.8359,2023-06-05,2023-08-09,Completed,False
MPLADS-2023-WRK-1128,"Roads project at Ward 38, New Delhi",Roads & Drainage,Dr. Subramanian Swamy,Rajya Sabha,Nominated,New Delhi,Delhi,614000.0,598000.0,National Civil Construction Co.,28.6231,77.2096,2023-02-09,2023-07-31,In Progress,False
MPLADS-2023-WRK-1129,"Public Facilities project at Ward 29, North East Delhi",Public Facilities & Community Halls,Manoj Tiwari,Lok Sabha,North East Delhi,North East Delhi,Delhi,4182000.0,3913000.0,Apex Infra Construction Corp,28.7022,77.2446,2023-04-07,2023-10-15,Completed,False
MPLADS-2023-WRK-1130,"Education project at Ward 24, North West Delhi",Education & Smart Classrooms,Dr. Harsh Vardhan,Lok Sabha,Chandni Chowk,North West Delhi,Delhi,1479000.0,1276000.0,Sunrise Tech & Water Works,28.6728,77.2693,2023-03-30,2023-06-03,Completed,False
MPLADS-2023-WRK-1131,"Education project at Ward 19, Mumbai City",Education & Smart Classrooms,Arvind Sawant,Lok Sabha,Mumbai South,Mumbai City,Maharashtra,765000.0,739000.0,Metro Civic Developers,18.9041,72.8029,2023-01-27,2023-06-16,In Progress,False
MPLADS-2023-WRK-1132,"Healthcare Equipment project at Ward 20, Bengaluru Urban",Healthcare Equipment & Ambulances,Tejasvi Surya,Lok Sabha,Bangalore South,Bengaluru Urban,Karnataka,3099000.0,3082000.0,National Civil Construction Co.,12.9782,77.5659,2023-03-18,2023-05-14,Completed,False
MPLADS-2023-WRK-1133,"Drinking Water project at Ward 43, Mumbai Suburban",Drinking Water & RO Plants,Priyanka Chaturvedi,Rajya Sabha,Maharashtra,Mumbai Suburban,Maharashtra,537000.0,532000.0,Jan Seva Builders,19.0875,72.864,2023-06-08,2023-09-17,Completed,False
MPLADS-2023-WRK-1134,"Healthcare Equipment project at Ward 13, North West Delhi",Healthcare Equipment & Ambulances,Dr. Harsh Vardhan,Lok Sabha,Chandni Chowk,North West Delhi,Delhi,2610000.0,2418000.0,Vanguard Engineering Corp,28.6306,77.2071,2023-01-10,2023-03-12,In Progress,False
MPLADS-2023-WRK-1135,"Drinking Water project at Ward 43, Varanasi",Drinking Water & RO Plants,Narendra Modi,Lok Sabha,Varanasi,Varanasi,Uttar Pradesh,251000.0,224000.0,Bharat Rural Development Enterprises,25.3444,83.0046,2023-02-21,2023-05-26,Completed,False
MPLADS-2023-WRK-1136,"Sanitation project at Ward 3, Mumbai City",Sanitation & Public Toilets,Arvind Sawant,Lok Sabha,Mumbai South,Mumbai City,Maharashtra,305000.0,276000.0,Apex Infra Construction Corp,18.9635,72.8085,2023-03-25,2023-06-01,In Progress,False
MPLADS-2023-WRK-1137,"Education project at Ward 35, Mumbai Suburban",Education & Smart Classrooms,Priyanka Chaturvedi,Rajya Sabha,Maharashtra,Mumbai Suburban,Maharashtra,1112000.0,985000.0,Vanguard Engineering Corp,19.0962,72.9004,2023-08-16,2024-01-01,Completed,False
MPLADS-2023-WRK-1138,"Education project at Ward 25, Varanasi",Education & Smart Classrooms,Narendra Modi,Lok Sabha,Varanasi,Varanasi,Uttar Pradesh,1459000.0,1412000.0,Apex Infra Construction Corp,25.3564,82.9708,2023-04-10,2023-07-26,Completed,False
MPLADS-2023-WRK-1139,"Drinking Water project at Ward 34, Mumbai Suburban",Drinking Water & RO Plants,Priyanka Chaturvedi,Rajya Sabha,Maharashtra,Mumbai Suburban,Maharashtra,681000.0,661000.0,Apex Infra Infrastructure Projects,19.0873,72.9076,2023-03-12,2023-05-13,Completed,False
MPLADS-2023-WRK-1140,"Education project at Ward 29, North West Delhi",Education & Smart Classrooms,Dr. Harsh Vardhan,Lok Sabha,Chandni Chowk,North West Delhi,Delhi,401000.0,350000.0,Urban Green Projects Ltd,28.6827,77.1973,2023-08-19,2023-12-22,Completed,False
MPLADS-2023-WRK-1141,"Roads project at Ward 21, Mumbai City",Roads & Drainage,Arvind Sawant,Lok Sabha,Mumbai South,Mumbai City,Maharashtra,1330000.0,1210000.0,Jan Seva Builders,18.9784,72.8253,2023-07-11,2023-11-08,Completed,False
MPLADS-2023-WRK-1142,"Healthcare Equipment project at Ward 31, North West Delhi",Healthcare Equipment & Ambulances,Dr. Harsh Vardhan,Lok Sabha,Chandni Chowk,North West Delhi,Delhi,2555000.0,2475000.0,Vanguard Engineering Corp,28.6896,77.2278,2023-03-12,2023-03-31,Completed,False
MPLADS-2023-WRK-1143,"Sanitation project at Ward 8, New Delhi",Sanitation & Public Toilets,Dr. Subramanian Swamy,Rajya Sabha,Nominated,New Delhi,Delhi,204000.0,176000.0,Urban Green Projects Ltd,28.6178,77.2272,2023-05-12,2023-07-23,In Progress,False
MPLADS-2023-WRK-1144,"Drinking Water project at Ward 39, Bengaluru Urban",Drinking Water & RO Plants,Tejasvi Surya,Lok Sabha,Bangalore South,Bengaluru Urban,Karnataka,346000.0,297000.0,Apex Infra Construction Corp,12.9682,77.5635,2023-08-03,2023-11-22,In Progress,False
MPLADS-2023-WRK-1145,"Healthcare Equipment project at Ward 12, North East Delhi",Healthcare Equipment & Ambulances,Manoj Tiwari,Lok Sabha,North East Delhi,North East Delhi,Delhi,2192000.0,1943000.0,Jan Seva Builders,28.6642,77.2607,2023-03-15,2023-05-06,In Progress,False
MPLADS-2023-WRK-1146,"Sanitation project at Ward 25, North West Delhi",Sanitation & Public Toilets,Dr. Harsh Vardhan,Lok Sabha,Chandni Chowk,North West Delhi,Delhi,980000.0,843000.0,Bharat Rural Development Enterprises,28.6791,77.2306,2023-09-27,2024-01-19,Completed,False
MPLADS-2023-WRK-1147,"Roads project at Ward 38, New Delhi",Roads & Drainage,Dr. Subramanian Swamy,Rajya Sabha,Nominated,New Delhi,Delhi,1771000.0,1766000.0,Metro Civic Developers,28.637,77.1966,2023-05-10,2023-08-10,Completed,False
MPLADS-2023-WRK-1148,"Drinking Water project at Ward 9, Mumbai City",Drinking Water & RO Plants,Arvind Sawant,Lok Sabha,Mumbai South,Mumbai City,Maharashtra,179000.0,167000.0,Imperial Buildcon Pvt Ltd,18.9773,72.8336,2023-03-31,2023-07-26,Completed,False
MPLADS-2023-WRK-1149,"Healthcare Equipment project at Ward 20, North West Delhi",Healthcare Equipment & Ambulances,Dr. Harsh Vardhan,Lok Sabha,Chandni Chowk,North West Delhi,Delhi,2896000.0,2660000.0,Apex Infra Infrastructure Projects,28.6795,77.2609,2023-05-31,2023-07-10,Completed,False
MPLADS-2023-WRK-1150,"Sanitation project at Ward 18, Mumbai Suburban",Sanitation & Public Toilets,Priyanka Chaturvedi,Rajya Sabha,Maharashtra,Mumbai Suburban,Maharashtra,579000.0,495000.0,Metro Civic Developers,19.105,72.8415,2023-04-08,2023-06-28,Completed,False
MPLADS-2023-WRK-1151,"Education project at Ward 24, North West Delhi",Education & Smart Classrooms,Dr. Harsh Vardhan,Lok Sabha,Chandni Chowk,North West Delhi,Delhi,824000.0,750000.0,Metro Civic Developers,28.6941,77.2297,2023-08-14,2023-12-01,In Progress,False
MPLADS-2023-WRK-1152,"Roads project at Ward 20, Bengaluru Urban",Roads & Drainage,Tejasvi Surya,Lok Sabha,Bangalore South,Bengaluru Urban,Karnataka,1954000.0,1684000.0,Vanguard Engineering Corp,12.9573,77.561,2023-04-03,2023-09-09,Completed,False
MPLADS-2023-WRK-1153,"Sanitation project at Ward 40, New Delhi",Sanitation & Public Toilets,Dr. Subramanian Swamy,Rajya Sabha,Nominated,New Delhi,Delhi,774000.0,677000.0,Imperial Buildcon Pvt Ltd,28.5773,77.2386,2023-08-16,2023-11-13,Completed,False
MPLADS-2023-WRK-1154,"Education project at Ward 2, Mumbai Suburban",Education & Smart Classrooms,Priyanka Chaturvedi,Rajya Sabha,Maharashtra,Mumbai Suburban,Maharashtra,1067000.0,1034000.0,Jan Seva Builders,19.0651,72.9018,2023-01-30,2023-04-09,Completed,False
MPLADS-2023-WRK-1155,"Sanitation project at Ward 37, East Delhi",Sanitation & Public Toilets,Gautam Gambhir,Lok Sabha,East Delhi,East Delhi,Delhi,742000.0,679000.0,Sunrise Tech & Water Works,28.6503,77.2843,2023-03-06,2023-04-28,In Progress,False
MPLADS-2023-WRK-1156,"Sanitation project at Ward 26, North East Delhi",Sanitation & Public Toilets,Manoj Tiwari,Lok Sabha,North East Delhi,North East Delhi,Delhi,323000.0,296000.0,Imperial Buildcon Pvt Ltd,28.7251,77.2784,2023-07-09,2023-10-09,Completed,False
MPLADS-2023-WRK-1157,"Healthcare Equipment project at Ward 17, Mumbai City",Healthcare Equipment & Ambulances,Arvind Sawant,Lok Sabha,Mumbai South,Mumbai City,Maharashtra,1552000.0,1543000.0,Imperial Buildcon Pvt Ltd,18.9402,72.8684,2023-01-14,2023-02-21,Completed,False
MPLADS-2023-WRK-1158,"Healthcare Equipment project at Ward 29, Bengaluru Urban",Healthcare Equipment & Ambulances,Tejasvi Surya,Lok Sabha,Bangalore South,Bengaluru Urban,Karnataka,2005000.0,2004000.0,Imperial Buildcon Pvt Ltd,12.9476,77.5655,2023-05-27,2023-09-07,Completed,False
MPLADS-2023-WRK-1159,"Healthcare Equipment project at Ward 20, East Delhi",Healthcare Equipment & Ambulances,Gautam Gambhir,Lok Sabha,East Delhi,East Delhi,Delhi,2002000.0,1728000.0,Metro Civic Developers,28.6448,77.299,2023-06-13,2023-09-21,Completed,False
MPLADS-2023-WRK-1160,"Healthcare Equipment project at Ward 16, East Delhi",Healthcare Equipment & Ambulances,Gautam Gambhir,Lok Sabha,East Delhi,East Delhi,Delhi,2716000.0,2594000.0,Bharat Rural Development Enterprises,28.6059,77.3338,2023-03-31,2023-05-31,Completed,False
MPLADS-2023-WRK-1161,"Roads project at Ward 26, New Delhi",Roads & Drainage,Dr. Subramanian Swamy,Rajya Sabha,Nominated,New Delhi,Delhi,1222000.0,1144000.0,Urban Green Projects Ltd,28.6229,77.1759,2023-08-28,2024-02-04,Completed,False
MPLADS-2023-WRK-1162,"Sanitation project at Ward 30, New Delhi",Sanitation & Public Toilets,Dr. Subramanian Swamy,Rajya Sabha,Nominated,New Delhi,Delhi,529000.0,482000.0,Urban Green Projects Ltd,28.6517,77.2204,2023-10-22,2023-12-15,In Progress,False
MPLADS-2023-WRK-1163,"Drinking Water project at Ward 8, Mumbai City",Drinking Water & RO Plants,Arvind Sawant,Lok Sabha,Mumbai South,Mumbai City,Maharashtra,721000.0,697000.0,Urban Green Projects Ltd,18.9334,72.8682,2023-10-28,2023-12-20,Completed,False
MPLADS-2023-WRK-1164,"Education project at Ward 13, East Delhi",Education & Smart Classrooms,Gautam Gambhir,Lok Sabha,East Delhi,East Delhi,Delhi,498000.0,447000.0,Bharat Rural Development Enterprises,28.6596,77.3227,2023-04-26,2023-08-08,Completed,False
MPLADS-2023-WRK-1165,"Drinking Water project at Ward 43, Bengaluru Urban",Drinking Water & RO Plants,Tejasvi Surya,Lok Sabha,Bangalore South,Bengaluru Urban,Karnataka,556000.0,524000.0,Urban Green Projects Ltd,12.9789,77.6011,2023-02-17,2023-05-22,Completed,False
MPLADS-2023-WRK-1166,"Sanitation project at Ward 40, Mumbai City",Sanitation & Public Toilets,Arvind Sawant,Lok Sabha,Mumbai South,Mumbai City,Maharashtra,233000.0,228000.0,Apex Infra Construction Corp,18.92,72.8122,2023-02-11,2023-04-02,In Progress,False
MPLADS-2023-WRK-1167,"Public Facilities project at Ward 30, North East Delhi",Public Facilities & Community Halls,Manoj Tiwari,Lok Sabha,North East Delhi,North East Delhi,Delhi,4111000.0,3831000.0,Sunrise Tech & Water Works,28.7285,77.2873,2023-06-04,2024-01-01,Completed,False
MPLADS-2023-WRK-1168,"Healthcare Equipment project at Ward 23, North West Delhi",Healthcare Equipment & Ambulances,Dr. Harsh Vardhan,Lok Sabha,Chandni Chowk,North West Delhi,Delhi,962000.0,881000.0,Sunrise Tech & Water Works,28.6434,77.2015,2023-09-05,2023-11-18,Completed,False
MPLADS-2023-WRK-1169,"Drinking Water project at Ward 10, Mumbai Suburban",Drinking Water & RO Plants,Priyanka Chaturvedi,Rajya Sabha,Maharashtra,Mumbai Suburban,Maharashtra,644000.0,597000.0,Sunrise Tech & Water Works,19.0733,72.8591,2023-02-24,2023-05-05,Completed,False
MPLADS-2023-WRK-1170,"Roads project at Ward 13, North West Delhi",Roads & Drainage,Dr. Harsh Vardhan,Lok Sabha,Chandni Chowk,North West Delhi,Delhi,1080000.0,980000.0,Urban Green Projects Ltd,28.6813,77.2647,2023-08-03,2023-12-02,Completed,False
MPLADS-2023-WRK-1171,"Public Facilities project at Ward 16, East Delhi",Public Facilities & Community Halls,Gautam Gambhir,Lok Sabha,East Delhi,East Delhi,Delhi,4486000.0,4127000.0,Apex Infra Infrastructure Projects,28.5952,77.2865,2023-06-07,2024-01-06,In Progress,False
MPLADS-2023-WRK-1172,"Sanitation project at Ward 28, Varanasi",Sanitation & Public Toilets,Narendra Modi,Lok Sabha,Varanasi,Varanasi,Uttar Pradesh,482000.0,413000.0,Imperial Buildcon Pvt Ltd,25.3005,82.9346,2023-09-11,2024-01-10,Completed,False
MPLADS-2023-WRK-1173,"Education project at Ward 36, East Delhi",Education & Smart Classrooms,Gautam Gambhir,Lok Sabha,East Delhi,East Delhi,Delhi,1173000.0,1131000.0,Jan Seva Builders,28.5921,77.2999,2023-07-07,2023-09-10,Completed,False
MPLADS-2023-WRK-1174,"Roads project at Ward 26, Bengaluru Urban",Roads & Drainage,Tejasvi Surya,Lok Sabha,Bangalore South,Bengaluru Urban,Karnataka,1273000.0,1168000.0,Apex Infra Construction Corp,12.986,77.5641,2023-10-09,2024-02-11,Completed,False
MPLADS-2023-WRK-1175,"Education project at Ward 3, Mumbai City",Education & Smart Classrooms,Arvind Sawant,Lok Sabha,Mumbai South,Mumbai City,Maharashtra,969000.0,877000.0,Apex Infra Construction Corp,18.9395,72.8353,2023-03-15,2023-06-08,Completed,False
MPLADS-2023-WRK-1176,"Healthcare Equipment project at Ward 11, East Delhi",Healthcare Equipment & Ambulances,Gautam Gambhir,Lok Sabha,East Delhi,East Delhi,Delhi,1699000.0,1565000.0,Apex Infra Construction Corp,28.6595,77.2662,2023-08-22,2023-09-25,Completed,False
MPLADS-2023-WRK-1177,"Sanitation project at Ward 31, Mumbai Suburban",Sanitation & Public Toilets,Priyanka Chaturvedi,Rajya Sabha,Maharashtra,Mumbai Suburban,Maharashtra,791000.0,708000.0,Bharat Rural Development Enterprises,19.0786,72.8944,2023-06-22,2023-10-09,Completed,False
MPLADS-2023-WRK-1178,"Education project at Ward 39, North East Delhi",Education & Smart Classrooms,Manoj Tiwari,Lok Sabha,North East Delhi,North East Delhi,Delhi,697000.0,604000.0,Vanguard Engineering Corp,28.7278,77.2905,2023-08-02,2023-12-14,Completed,False
MPLADS-2023-WRK-1179,"Education project at Ward 34, New Delhi",Education & Smart Classrooms,Dr. Subramanian Swamy,Rajya Sabha,Nominated,New Delhi,Delhi,1460000.0,1412000.0,Sunrise Tech & Water Works,28.6316,77.2157,2023-10-24,2024-03-05,Completed,False
MPLADS-2023-WRK-1180,"Drinking Water project at Ward 10, Mumbai Suburban",Drinking Water & RO Plants,Priyanka Chaturvedi,Rajya Sabha,Maharashtra,Mumbai Suburban,Maharashtra,684000.0,606000.0,National Civil Construction Co.,19.0513,72.873,2023-10-21,2024-02-17,In Progress,False
MPLADS-2023-WRK-1181,Installation of Modular Public Toilet Block at Connaught Place,Sanitation & Public Toilets,Dr. Subramanian Swamy,Rajya Sabha,Nominated,New Delhi,Delhi,9500000.0,9480000.0,Apex Infra Infrastructure Projects,28.6315,77.2167,2023-03-10,2023-09-15,Completed,True
MPLADS-2023-WRK-1182,Construction of Paver Block Road at Assi Ghat Lane 4,Roads & Drainage,Narendra Modi,Lok Sabha,Varanasi,Varanasi,Uttar Pradesh,1800000.0,1800000.0,Jan Seva Builders,25.2882,82.9991,2023-02-14,2023-06-30,Completed,True
MPLADS-2023-WRK-1183,Paver Block Road Construction Work at Assi Ghat Lane 4,Roads & Drainage,Narendra Modi,Lok Sabha,Varanasi,Varanasi,Uttar Pradesh,1750000.0,1750000.0,Jan Seva Builders,25.289,82.9995,2023-05-20,2023-10-10,Completed,True
MPLADS-2023-WRK-1184,Smart Classroom & RO Filter Installation Phase 1 at Rohini Sector 2,Education & Smart Classrooms,Dr. Harsh Vardhan,Lok Sabha,Chandni Chowk,North West Delhi,Delhi,1400000.0,1390000.0,Apex Infra Infrastructure Projects,28.715,77.121,2023-04-01,2023-08-15,Completed,True
MPLADS-2023-WRK-1185,Smart Classroom & RO Filter Installation Phase 2 at Rohini Sector 3,Education & Smart Classrooms,Dr. Harsh Vardhan,Lok Sabha,Chandni Chowk,North West Delhi,Delhi,1400000.0,1390000.0,Apex Infra Infrastructure Projects,28.718,77.124,2023-04-01,2023-08-15,Completed,True
MPLADS-2023-WRK-1186,Smart Classroom & RO Filter Installation Phase 3 at Rohini Sector 4,Education & Smart Classrooms,Dr. Harsh Vardhan,Lok Sabha,Chandni Chowk,North West Delhi,Delhi,1400000.0,1390000.0,Apex Infra Infrastructure Projects,28.721,77.127,2023-04-01,2023-08-15,Completed,True
MPLADS-2023-WRK-1187,Smart Classroom & RO Filter Installation Phase 4 at Rohini Sector 5,Education & Smart Classrooms,Dr. Harsh Vardhan,Lok Sabha,Chandni Chowk,North West Delhi,Delhi,1400000.0,1390000.0,Apex Infra Infrastructure Projects,28.724,77.13,2023-04-01,2023-08-15,Completed,True
MPLADS-2023-WRK-1188,Smart Classroom & RO Filter Installation Phase 5 at Rohini Sector 6,Education & Smart Classrooms,Dr. Harsh Vardhan,Lok Sabha,Chandni Chowk,North West Delhi,Delhi,1400000.0,1390000.0,Apex Infra Infrastructure Projects,28.727,77.133,2023-04-01,2023-08-15,Completed,True
MPLADS-2023-WRK-1189,Smart Classroom & RO Filter Installation Phase 6 at Rohini Sector 7,Education & Smart Classrooms,Dr. Harsh Vardhan,Lok Sabha,Chandni Chowk,North West Delhi,Delhi,1400000.0,1390000.0,Apex Infra Infrastructure Projects,28.73,77.136,2023-04-01,2023-08-15,Completed,True
MPLADS-2023-WRK-1190,Smart Classroom & RO Filter Installation Phase 7 at Rohini Sector 8,Education & Smart Classrooms,Dr. Harsh Vardhan,Lok Sabha,Chandni Chowk,North West Delhi,Delhi,1400000.0,1390000.0,Apex Infra Infrastructure Projects,28.733,77.139,2023-04-01,2023-08-15,Completed,True
